Question,Ground Truth,Prediction,Status
Which ONE of the following is the MOST likely cause of this patient’s laboratory proﬁle?,C,C. Monoclonal protein causing an artefactual increase in 25-hydroxyvitamin D,Success
Which ONE of the following should you tell her?,D,"D. Compared with oral iron therapy, the incidence of adverse events is similar with intravenous ferric carboxymaltose",Success
"A.        Furosemide dose should not exceed 300 mg in 24 hours
B        If decongestive goals are not met with the use of furosemide, the next pharmacologic step consists of adding a thiazide or thiazide-like agent such as metolazone or chlorthalidone",B,"B. In patients with residual interstitial congestion (rales, pitting edema, pleural effusion) and a predominant phenotype of tissue edema, the use of the selective V2 antagonist tolvaptan or of a sodium-glucose linked transporter-2 inhibitor may promote aquaresis, decreasing intravascular compartment osmolality and increasing plasma reﬁlling",Success
Which ONE of the following ﬁndings in the kidney biopsy specimen would suggest a high risk for relapse following a remission after an adequate course of steroid therapy?,A,D. Extent of focal global glomerulosclerosis,Success
Which ONE of the following is MOST likely to predict the development of stage 3 AKI and the impending need for renal replacement therapy  in this man?,C,C. Urine volume < 200 ml over 2 hours after A.5 mg/kg of intravenous furosemide,Success
Which ONE of the following tests should you do next?,C,C. Staining of renal biopsy specimen for DNAJB9,Success
Which ONE of the following studies should be performed?,C,"A. Genetic analysis for pathogenic mutations of complement factor H, I, and membrane cofactor protein",Success
Which ONE of the following statements about cerebral microbleeds in CKD is CORRECT?,B,B. They are associated with a higher risk of CKD progression,Success
Which ONE of the following is true regarding BP monitoring?,D,"D. The presence of masked uncontrolled hypertension, identified by ABPM, is associated with higher risk of composite cardiovascular and renal outcomes compared with participants with controlled BP",Success
Which ONE of the following is the next BEST step in management?,B,B. Begin cinacalcet therapy 30 mg daily,Success
Which ONE of the following is associated with the best kidney transplant survival in this patient?,D,D. Achievement and duration of complete remission,Success
"With regard to access to renal transplantation, which ONE of the following is correct?",A,A. Receiving dialysis at a for-proﬁt dialysis unit is associated with lower rates of renal transplantation referral,Success
What percentage of patients require maintenance dialysis on discharge after being initiated in hospital for Covid-AKI?,B,"The answer to this question would depend on the latest research and statistics, which may vary over time. As an AI, I don't have real-time data access. However, based on general knowledge, it's known that a significant number of patients with acute kidney injury (AKI) due to COVID-19 may require dialysis after discharge, but the exact percentage can vary widely. Please consult the latest research or a medical professional for the most accurate and up-to-date information.",Success
Which ONE of the following is the MOST likely diagnosis?,C,A. Collapsing FSGS,Success
What is the most likely pathophysiologic explanation for this patient's severe hypokalemia?,D,C. Metabolic alkalosis–induced transcellular shift of potassium out of the cells,Success
Which is the BEST test to investigate the underlying cause?,B,B. Measure tubular maximal reabsorption of phosphate/ glomerular filtration rate (TmP/GFR) in a second morning urine after an overnight fast,Success
Which ONE of the following ﬁndings decreases the utility of measuring urine tissue inhibitor of metalloproteinase-2 X IGF binding protein-7 product in the early detection of AKI in this woman?,B,B. Her bilirubinuria,Success
Which of the following treatment options is most correct?,B,B. Continue the metformin and start an SGLT2 inhibitor,Success
What is the MOST likely diagnosis?,A,A. Essential hypertension,Success
Which ONE of the following represents the MOST appropriate next step in management?,E,A. Angioplasty of the brachiocephalic vein stenosis without stent placement,Success
Which ONE of the following anticoagulation strategies is MOST likely to yield the longest ﬁlter life and the lowest risk of bleeding complications for this patient?,D,A. Regional citrate anticoagulation,Success
Which ONE of the following should you tell him regarding kidney transplantation with HCV1 donor kidneys?,D,D. Transplantation of HCV Ab + /NAT + kidneys followed by direct-acting antiviral therapy is cost effective compared with continued waiting during dialysis and subsequent receipt of an HCV2 deceased-donor kidney,Success
Which ONE of the following is the MOST important step in mitigating this patient’s morbidity and mortality in the setting of impending septic shock?,D,D. Early administration of appropriate antibiotics,Success
Which ONE of the following statements is CORRECT?,C,C. Both cinacalcet and parathyroidectomy de-crease levels of ﬁbroblast growth factor-23 (FGF23),Success
"Which ONE of the following is the most appropriate treatment for a patient with crystalline nephropathy due to 2,8-dihydroxyadeninuria?",D,D. Low-purine diet and allopurinol,Success
Which of the following statements is MOST CORRECT with regard to how you should counsel the patient?,B,"B. It would be helpful to ﬁrst look at the matching at the DQ locus; if he is not matched at DQ, eplet matching may be of beneﬁt",Success
"He reads the radiology report online, which notes “extensive calciﬁcation observed in the tunica media of the aorta.” He asks you, “What caused this problem?”
Which of the following statements is most accurate regarding the development of vascular calciﬁcation?",A,"A. Secondary calciprotein particles (CPP-II) form as kidney function declines and as result of decreases in expression of fetuin-A and ƴ-linolenic acid—rich protein, and induce osteoblast diﬀerentiation of vascular smooth muscle cells.",Success
Which ONE of the following should you advise her about the risks of steroid elimination after transplantation?,E,E. It is associated with an increased risk of acute rejection,Success
Which ONE of the following is correct with regard to predicting outcome of deceased donor kidneys?,D,A. The presence of macroscopic arteriosclerosis on pre-transplantation biopsy predicts poorer allograft outcomes,Success
Which ONE of the following factors is associated with an INCREASED risk of hospital readmission within 30 days of discharge?,D,A. His age,Success
Which ONE of the following would you do NEXT?,D,A. Repeat kidney biopsy with electron microscopy,Success
"In considering her clinical risk factors, which ONE of the following clinical features is MOST highly associated with graft loss after transplant?",A,C. Proton pump inhibitor use,Success
Which ONE of the following would you advise regarding the effect of vesicoureteric reflux on her pregnancy?,B,B. She is at increased risk of urinary tract infection,Success
Which ONE of following is the next BEST step in this patient’s management?,C,C. Conduct further hematologic investigation to search for a B cell clone,Success
Which ONE of the following statements is TRUE regarding his need for isolation and hepatitis B status?,D,D. The patient does not need to be isolated because he has developed immunity as the result of a prior hepatitis B infection,Success
Which ONE of the following is the MOST appropriate management?,D,D. Add cinacalcet,Success
"Question 2536:
Which ONE of the following is preferred initial therapy for a 30-year-old man with IgA nephropathy, 1.2 g proteinuria per day, eGFR 80 ml/min per 1.73 m2 and BPof 128/75 mmHg?",B,B. Oral ACEIs or ARBs,Success
"Since implementation of the new Kidney Allocation System (KAS) by the United Network for Organ Sharing on December 4, 2014, which ONE of the following factors now associates with him having an INCREASED likelihood of receiving a deceased donor kidney compared with the prior allocation system?",A,B. His cPRA,Success
What is the best initial imaging test?,D,D. Renal ultrasonography,Success
Which ONE of the following is the MOST accurate regarding use of telemedicine (TM) visits for care of patients with hypertension?,A,"A. The most effective approach is to use TM based on telemonitoring of BP and tracking of additional vital and nonvital signs with data exchange between patients and a case manager through the web, emails, text messaging, or video consultation, integrated with education on lifestyle, risk factors, and proper use of antihypertensive medications",Success
Which ONE of the following is the MOST appropriate management?,D,D. Cyclophosphamide plus corticosteroids,Success
Which ONE of the following should you tell him about the effect of his physical function on his transplantation outcomes?,B,B. It is associated with increased waitlist mortality,Success
Which ONE of the following is true?,B,B. A meta-analysis of randomized trials conﬁrmed the utility of a decrease in eGFR slope as a potential surrogate end point for clinical trials of interventions to prevent ESKD,Success
What is the best next action to adjust his regimen to control his BP?,D,D. Spironolactone is the most appropriate next agent,Success
Which ONE of the following should you tell his surgeon with regard to on-pump versus off-pump cardiopulmonary bypass and his risk of AKI?,A,A. Off-pump surgery in eligible patients is associated with a reduced risk of AKI during the ﬁrst postoperative month,Success
Which ONE of the following is currently the BEST option for anticoagulation strategy in this patient during KRT?,A,A. Regional citrate anticoagulation (RCA),Success
Which ONE of the following is the BEST available treatment option to reduce her waiting time?,B,A. Consent for high KDPI kidney offers,Success
"Question 2625:
Compared with furosemide, which ONE of the following statements is CORRECT regarding torsemide?",A,A. Torsemide has increased bioavailability and a longer half-life,Success
Which ONE of the following ﬁndings should you tell them is associated with inﬂow stenosis?,D,D. A discontinuous thrill with only a systolic component at the juxta-anastomotic site,Success
Which ONE of the following is the MOST appropriate next step in management?,D,A. Increase hydrochlorothiazide to 25 mg twice daily,Success
Which ONE of the following is the BEST preoperative imaging study to plan this patient’s access surgery?,B,A. Vascular ultrasonographic mapping of peripheral and central veins,Success
Which statement below is incorrect?,C,C. Factors that increase the fracture risk of ESRD patients include age and CKD with mineral and bone disorder but not osteoporosis,Success
What is the most likely ﬁnding?,B,C. Membranous nephropathy,Success
"Question 2700:
Which ONE of the following criteria is MOST consistent with a diagnosis of a stenotic lesion of an arteriovenous ﬁstula by ultrasonography?",C,C. A twofold increase in peak systolic ﬂow velocity ratio,Success
"In considering strategies to maintain RRF in PD patients, which of the following is correct?",B,B. Exposure to PD ﬂuids containing high concentrations of glucose has been associated with faster loss of RRF,Success
Which ONE of the following is the next BEST step in this patient’s management?,A,A. Review the patient’s baseline vital signs,Success
"When managing BP and volume status in PD patients, which of the following is correct?",B,"B. Risk factors for ﬂuid overload (as measured by bioimpedance spectroscopy) in PD patients include hypoalbuminemia and diabetes
D. In patients initiating PD, higher BPs have been associated with increased mortality rates",Success
Which ONE of the following is the MOST likely cause of the hyponatremia?,A,A. Ipilimumab-related hypophysitis with secondary adrenal insufficiency,Success
Which of the following statements is MOST accurate?,D,"C. DXA should be done, but clinical variables should also be assessed using the fracture risk assessment tool to increase the predictive capability of DXA.",Success
"When considering a treatment plan, which of the following is MOST correct?",D,"D. In the MENTOR study, those treated with rituximab had higher rates of remission at 24-month follow-up",Success
"In addition to potassium supplementation and continuous monitoring of the volume status, which ONE of the following is the MOST appropriate management strategy for this man’s acid-base disorder?",A,A. Discontinue furosemide and begin intravenous 0.9% saline at 125 ml/h,Success
"Assuming there is a reduced fractional excretion of sodium, which of the following is directly contributing to the sodium retention occurring in this patient?",A,A. Renal tubular α-adrenergic receptors,Success
What is the next best step?,D,D. Evaluate her for primary aldosteronism,Success
"In addition to saline infusions, which ONE of the following is the MOST appropriate treatment of this man's hypercalcemia?",B,C. Weight-based dose of zoledronic acid,Success
Which ONE of the following is the MOST appropriate next step in management?,B,B. Reduce the tacrolimus dose,Success
Which ONE of the following outcomes can he expect from implementing such an exercise regimen during dialysis?,D,D. An improvement in peak oxygen consumption,Success
Which ONE of the following is the MOST likely diagnosis?,D,D. Incomplete distal renal tubular acidosis (type 1),Success
Which of the following best predicts her risk of CKD?,D,D. Creatinine and urine protein 3 months after discharge,Success
Which ONE of the following is MOST likely to result from implementation of albumin dialysis compared with standard medical therapy for this patient?,B,A. Lower serum ammonia level,Success
"In addition to ongoing close follow-up of this woman’s kidney function, which ONE of the following is the MOST appropriate management?",B,B. Assess for donor-specific antibodies,Success
Which ONE of the following is an essential component of the infection prevention and control program within a dialysis facility?,A,A. Infection surveillance and use of infection rate data to drive prevention,Success
Which of the following is the patient most likely to experience during his clinical course?,C,"C. He is at increased risk of having technique failure with a home modality, such as PD",Success
Which ONE of the following should be done NEXT to identify the cause of the lesion?,B,B. Pronase digestion of parafﬁn-embedded material and staining for monoclonal IgG (light and heavy chains),Success
"Question 2835:
Which ONE of the following patients has the LOWEST risk of AKI?",B,B. A 62-year-old man with a stage G3a:A1 CKD (eGFR 46 ml/min per A.73 m2) scheduled for elective coronary artery by-pass surgery with a GFR that increases by 42 ml/min per 1.73 m2 after a protein load of 1.2 g/kg body weight,Success
"Based on the existing literature, implementing such electronic medical record support will result in which ONE of the following improvements in care for patients with and at risk for AKI?",B,"B. A reduction in renal replacement therapy (RRT) events, inpatient mortality, and radiocontrast exposure",Success
Which of the following is the next best step in your evaluation of this living donor candidate?,C,"C. Discuss potential risks and benefits of genetic testing with him now, and proceed with genetic testing only if he agrees",Success
Which ONE of the following is MOST likely to result in transplantation within the next 6 to 12 months?,B,B. Entrance into a paired exchange program,Success
What is the highest priority “next intervention”?,C,A. Perform a kidney biopsy to diagnose a glomerular cause,Success
Which ONE of the following should you tell them regarding the diagnostic accuracy of available surveillance methods?,C,D. Combining physical examination results with a venous access pressure ratio > 0.5 improves diagnostic performance of the tests in detecting outﬂow stenosis,Success
Which ONE of the following statements is correct?,D,A. Paricalcitol lowers PTH production by enhancing the binding of calcium to the calcium-sensing receptor,Success
Which ONE of the following factors is associated with the greatest risk of thiazide-associated hyponatremia for this patient?,D,B. Her eGFR,Success
Which ONE of the following statements reﬂects the BEST next step?,C,"D. Perform a 24-hour urine stone proﬁle, and if it is normal, accept for left donor nephrectomy",Success
Which ONE of the following ultraﬁltration goal targets is MOST appropriate to decrease his risk of intradialytic hypotension?,D,D. < 4% Weight gain,Success
"The urinalysis shows speciﬁc gravity of 1.015, no glucose, and 1+ protein, no blood or ketones
Which ONE of the following would be the MOST appropriate to evaluate response to treatment in com-bination with creatinine and proteinuria?",A,A. Assess for donor-specific antibodies,Success
Which of the following features on histology can help distinguish calciphylaxis from its mimics?,A,A. Presence of circumferential calcium deposits in hypodermal vessels,Success
Which of the following statements is MOST correct?,D,D. Treatment of HIV alone is unlikely to lead to full or partial remission of kidney disease,Success
Which ONE of the following is the BEST option regarding treatment of this patient at this point in the KRT initiation strategy perspective?,D,D. Close and frequent monitoring of clinical status and laboratory parameters in the ICU and initiate KRT if indication arises,Success
"Question 2787:
Which ONE of the following statements is CORRECT regarding the mortality of patients with ESRD and disorders of glucose metabolism?",A,A. There is a U-shaped association between hemoglobin A1c levels and mortality,Success
Which ONE of the following would you advise him regarding the effect of parathyroidectomy?,B,B. He has about a 10% risk of persistent hyperparathyroidism,Success
What is the most likely adverse effect of denosumab to be observed on laboratory tests?,C,C. Hypocalcemia,Success
Which ONE of the following should you tell him about his risk for and therapy of kidney disease?,B,"B. Regardless of race, control of glucose levels and BP among adults with type 2 diabetes mellitus slows progression of CKD",Success
"In addition to ongoing close follow-up of this woman’s kidney function, which ONE of the following is the MOST appropriate management?",D,D. Continue current regimen,Success
Which of the following is MOST CORRECT regarding hyperphosphatemia?,A,"B. Once eGFR levels decrease below 60 ml/min per A.73 m2, fibroblast growth factor (FGF)-23 levels increase to protect against hyperphosphatemia",Success
"Question 2466:
Which ONE of the following statements is CORRECT regarding potassium intake, hypertension, and cardiovascular risk?",D,C. High dietary potassium results in natriuresis and lower BP by decreasing aldosterone secretion,Success
Which of the following hypertension guidelines advises the lowest target BP?,E,The context does not provide information on which of the following hypertension guidelines advises the lowest target BP.,Success
Which of the following is true regarding suboptimal adherence to antihypertensive medication?,D,E. All of the above,Success
Which ONE of the following statements BEST describes his renal status?,B,C. Stage 3 AKI,Success
Which of the following statements is true regarding the association between socioeconomic status and hypertension?,B,B. Hypertension generally correlates with the prevalence of obesity and physical inactivity,Success
Peritoneal ﬂuid analysis shows a cell count of 45 total nucleated cells/mm3 with 36% neutrophils Which ONE of the following is the next MOST appropriate step in management?,A,A. Repeat the cell count after infusing 1 L of dialysate that dwells for 1–2 hours,Success
"Based on published data, which of the following biomarkers has the best chance of identifying incipient acute tubular necrosis in a patient undergoing cardiac bypass?",C,A. Neutrophil gelatinase-associated lipocalin (NGAL),Success
Which ONE of the following questions will be MOST helpful to you in providing the patient with an immediate answer?,D,D. What was the magnitude and time course of the patient’s hematologic response to therapy,Success
Which ONE of the following is the most appropriate initial treatment for a patient with dialysis-dependent light chain crystalline cast nephropathy?,C,C. Clone directed therapy of the paraproteinemia,Success
Genetic testing is expected to have the highest diagnostic yield in which of the following kidney dis-ease phenotypes?,D,D. Congenital or cystic kidney disease,Success
"Regarding the treatment and outcome of anti-GBM disease in this patient, which of the following is MOST correct?",B,A. The presence of lung hemorrhage is associated with poorer renal outcome,Success
Which ONE of the following is the MOST appropriate management?,D,B. Discontinue metformin,Success
Which ONE of the following statements is FALSE regarding her lack of antibody response to vaccine?,A,E. Her induction treatment with antithymocyte globulin does not decrease her response to vaccination,Success
"A. IgA nephropathy
B. Nutcracker syndrome
C. Hypercalciuria
D. Urethral tear
E. Thin basement membrane nephropathy
likely to receive inpatient palliative care services based on data from the United States National Inpatient Sample Data?",A,E. Thin basement membrane nephropathy,Success
Which ONE of the following interventions would you recommend as MOST likely to decrease the risk of progression to severe AKI in patients receiving aminoglycosides?,D,B. Daily measurement of aminoglycoside levels,Success
What is the next best step in the management of his bone disease?,B,B. Initiate denosumab,Success
Which of the following statements is likely to be true regarding the case presentation?,D,"D. In addition to mild ATN from the viral syndrome, she has diabetic nephropathy with histologic changes that preceded clinical evidence such as eGFR decline or albuminuria",Success
"In addition to ongoing lifestyle modification, which ONE of the following options would represent your BEST recommendation to him?",D,D. You should inform him that his cardiovascular risk is increased and that you recommend that he start drug treatment,Success
"Vital signs: Glasgow Coma Scale (GCS): E2V2M2 (Eye response, opens eyes in response to pain; Verbal response, makes sounds; Motor response, extension to painful stimuli); BP 130/76 mm Hg (supine position), pulse rate 70 beats/min, respiratory rate 18/min, SpO2 95% (room air), temperature 36.5 degree C, weight 63 kg (+3 kg more than usual)
Blood: total protein 7.3 g/dl, albumin 4.2 g/dl, BUN 12 mg/dl, creatinine 0.7 mg/dl, uric acid 3.0 mg/dl, Na 121 mmol/L, K 4.0 mmol/L, Cl 87 mmol/L, glucose 250 mg/dl, osmolality 260 mOsm/kg H2O
Urine: osmolality 450 mOsm/kg H2O
Which ONE of the following is the MOST likely cause of this patient’s seizures?",B,B. Exercise-associated hyponatremia,Success
Which ONE of the following should you report about the use of lung ultrasonography and on-line optical technology?,B,B. Moderate interstitial lung edema by lung ultrasonography is associated with increased risk of death,Success
Which of the following is the best approach to this patient’s BP measurement?,A,A. Recommend that he undergo 24-hour ABPM,Success
"Which ONE of the following is associated with the highest 5-year risk of stroke, acute myocardial infarction, and death for this patient?",D,A. A discharge systolic BP of > 140 mmHg,Success
Which of the following statements regarding management of metabolic acidosis is true?,A,"A. In a study of CKD patients followed for > 6 months, treatment with veverimer was associated with improvements in objective measurements of physical function",Success
"Question 2811:
Which ONE of the following is of LEAST value for discriminating pure diabetic nephropathy from a nondiabetic glomerular lesion in a patient with type 2 diabetes mellitus and overt proteinuria?",C,C. Magnitude of proteinuria,Success
Which ONE of the following is the MOST appropriate treatment recommendation?,C,B. Intravenous cyclophosphamide plus plasma-pheresis,Success
"After successful transition to dialysis access through the arteriovenous ﬁstula, which ONE of the following outcomes is MOST likely to occur?",C,C. An improvement in serum albumin,Success
Which ONE of the following is the MOST appropriate treatment for this patient?,A,A. Oral angiotensin receptor blockers (ARBs),Success
Which ONE of the following factors is MOST likely to predict failure of arteriovenous maturation in this patient?,E,A. Preexisting neointimal hyperplasia in the ﬁstula vein biopsy specimen taken at the time of surgery,Success
Which of the following is FALSE regarding diuretics in this scenario?,B,B. Thiazide diuretics are ineffective in patients with eGFR < 30 ml/min per A.73 m2,Success
Which of the following therapeutic approaches should be considered in this patient's management?,A,C. Supplement vitamin K,Success
Which ONE of the following is the MOST appropriate management for this patient?,D,D. Cinacalcet,Success
Which ONE of the following statements about this patient’s risk for recurrent glomerular disease after transplantation is most CORRECT?,B,A. Kidney biopsy should be performed now to help assess his risk for recurrent glomerular disease,Success
"Question 2539:
In a patient presenting with membranoproliferative GN who has no serologic evidence of hepatitis B or C infection and whose biopsy shows predominantly IgM on immunoﬂuorescence, which ONE of the following diagnoses should be seriously considered?",B,B. An underlying autoimmune disorder,Success
Which of the following is NOT associated with SGLT2 inhibitors?,D,D. Increased cardiovascular mortality risk,Success
Which ONE of the following is MOST likely contributing to her sexual inactivity?,B,A. Sexual dysfunction,Success
Which ONE of the following is the BEST initial pharmacologic intervention for maintaining rate control in this woman with atrial ﬁbrillation during dialysis?,C,A. Metoprolol,Success
"Question 5822
Which ONE of the following is a risk factor for post-transplantation malignancy?",C,C. Use of two or more immunosuppressive agents,Success
"At this point, which ONE of the following would you recommend next?",B,A. Measuring PTH-related protein,Success
Which ONE of the following is the MOST likely outcome when using a transfusion threshold of hemoglobin less than or equal to 9 g/dl versus a hemoglobin less than or equal to 7 g/dl in this patient?,D,D. Increased risk for acute lung injury,Success
Which ONE of the following is the MOST appropriate response by the physician?,D,D. He should continue taking his medications as prescribed and ensure he is compliant,Success
Which of the following statements is correct?,D,D. He is at risk for immune complex glomerulonephritis that may or may not be related to his HIV,Success
What is the optimal decision in regard to the renal replacement therapy for this patient?,C,"A. Perform intermittent hemodialysis with regular blood and dialysate ﬂows because the patient is starting to experience electrolyte abnormalities, and rising BUN might contribute to worsening mental status",Success
Which ONE of the following statements is TRUE about managing potentially contaminated dialysis water supplies in the event of a natural disaster?,A,C. Water from a well deeper than 30 meters is considered a safe water supply for hemodialysis after a hurricane or ﬂooding,Success
Which ONE antihypertensive medication would be BEST to add-on to her current regimen?,D,D. Spironolactone,Success
Which ONE of the following statements is correct regarding the effect of allopurinol among CKD patients who are at risk of kidney disease progression but with normouricemia?,C,B. Allopurinol lowers uric acid level and slows the rate of GFR decline,Success
Which ONE of the following is associated with an increased risk of progressive CKD in this woman?,B,B. Her parental history of cardiovascular disease,Success
"In addition to RAAS blockade, which ONE of the following is the BEST treatment recommendation for this woman?",B,B. Begin enzyme replacement therapy now,Success
The US Preventive Services Task Force recommends which of the following approaches to hypertension screening in the general population?,B,B. Careful office measurement followed by out-of-office measurement if BP is elevated,Success
"In patients admitted with severe COVID-19 illness and AKI requiring dialysis, which ONE of the following was associated by multivariate analysis with requirement of dialysis at time of discharge from hospital?",A,B. Requirement of mechanical ventilation,Success
Which ONE of the following should you tell them about the effects of marijuana on CKD incidence and progression?,D,D. Marijuana use is not associated with CKD incidence or progression,Success
"With regard to the treatment of FSGS, which of the following is correct?",C,B. Up to 60% of patients will experience a relapse after initial treatment of FSGS with corticosteroids,Success
Which ONE of the following should you tell her about her the beneﬁts and risks of bariatric surgery?,B,B. It reduces the risk of incident CKD and ESRD,Success
Which ONE of the following is MOST likely to be associated with a decreased risk of a readmission within 30 days of discharge for this patient?,D,D. An additional provider visit within one month following discharge,Success
Which ONE of the following should you tell the surgeon about the expected beneﬁt of using extended-release dipyridamole plus aspirin after arteriovenous graft placement?,B,B. Its use will be associated with no clinically meaningful increase in arteriovenous graft patency,Success
Which ONE of the following is the MOST appropriate next step in treatment?,A,A. Subtotal parathyroidectomy,Success
Which of the following is the best next step in the assessment of her BP?,D,D. She should complete a 24-hour ambulatory BP monitoring to decide whether or not she has hypertension,Success
Which ONE of the following should you tell him about PD in the context of his cirrhosis?,A,D. PD is contraindicated because he has ascites,Success
Which ONE of the following findings is MOST predictive of cognitive decline in this woman?,D,D. The absence of nocturnal dipping,Success
Which of the following is true regarding nocturnal HHD?,C,C. He may not need to use phosphate binders with nocturnal HD,Success
Which ONE of the following best describes the observed associations with high concentrations of PTH in univariate and multivariate analyses?,B,"The question does not provide enough information to select a correct answer. The context mentions a study about the association between serum PTH and clinical outcomes in patients with CKD, but it does not specify what these associations are. Therefore, any answer would be a guess without additional information.",Success
"When considering his transplant referral and management, which ONE of the following is the MOST appropriate management?",B,C. Referral to a transplant center with extensive prior experience in HIV-positive transplantation,Success
"In considering this case, which of the following statements is most accurate?",B,A. Metformin is the most likely culprit agent for acidosis in this case,Success
"Question 2653:
Which ONE of the following statements about antibody induction therapy for kidney transplantation is CORRECT?",D,A. Basiliximab therapy associates with marked reduction in rejection risk in tacrolimus/mycophenolate/steroid-treated nonsensitized patients,Success
"Question 2471:
Which ONE of the following statements is CORRECT regarding strategies for population based management of hypertension?",B,B. Home BP tele-monitoring supervised by a health care provider results in higher rates of BP control than usual care,Success
Which ONE of the following is the BEST course of treatment for this patient?,D,C. Sofosbuvir plus simeprevir,Success
"Question 2529:
In patients with IgA nephropathy with eGFRs.60 ml/min per 1.73 m2 and persistent proteinuria (0.75 g/d) after a 3- to 6-month trial of angiotensin blockade, which ONE of the following has been consistently shown to reduce protein excretion over the short term (e.g., 2 years) in randomized clinical trials?",A,A. Oral glucocorticoids,Success
What is the MOST likely explanation for the ﬁnding on the immunoﬂuorescence?,C,A. Nonspecific entrapment of IgG in the glomeruli,Success
Which ONE of the following is the next BEST serologic study to help deﬁne the etiology of her disease?,E,C. C3 nephritic factor,Success
Which ONE of the following is the best advice for this woman?,B,"B. The woman should understand that aspirin may not be effective for preeclampsia prevention in women with chronic hypertension, but if prescribed, it should be started before 16 weeks’ gestation",Success
Which ONE of the following should you tell her about FGF23?,C,"C. Elevated FGF23 serum levels in ESRD are associated with an increased risk of cardio-vascular events, infections, and mortality",Success
What would you predict as the expected trend and values for pertinent laboratory data shown in the next series of choices?,D,"Option A: Plasma K+ ↓, Plasma HCO3- ↑, Urine pH ↑"", Fractional excretion of [HCO3-] 2%",Success
"Does potassium have any eﬀect on BP?”
Which of the following is likely to be true regarding potassium intake and BP?",B,B. Hypertension correlates better with the dietary sodium/potassium ratio than with sodium intake alone,Success
"Compared with induction therapy with an IL-2 receptor antagonist, which ONE of the following is the MOST likely clinical outcome of using rabbit antithymocyte globulin for induction therapy?",A,A. A lower incidence of acute rejection,Success
